,A,B
224,방배현대홈타운1차 아파트에서 가장 큰 평수는?,MATCH (n {name:’방배현대홈타운1차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
225,진흥 아파트에서 가장 큰 평수는?,MATCH (n {name:’진흥'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
226,방배래미안아트힐 아파트에서 가장 큰 평수는?,MATCH (n {name:’방배래미안아트힐'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
227,현대슈퍼빌 아파트에서 가장 큰 평수는?,MATCH (n {name:’현대슈퍼빌'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
228,서초포레스타6단지 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초포레스타6단지'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
229,서초포레스타5단지 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초포레스타5단지'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
230,신반포10차 아파트에서 가장 큰 평수는?,MATCH (n {name:’신반포10차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
231,신반포8차 아파트에서 가장 큰 평수는?,MATCH (n {name:’신반포8차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
232,반포르엘 아파트에서 가장 큰 평수는?,MATCH (n {name:’반포르엘'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
233,래미안서초스위트 아파트에서 가장 큰 평수는?,MATCH (n {name:’래미안서초스위트'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
234,서초교대e편한세상 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초교대e편한세상'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
235,래미안서초에스티지 아파트에서 가장 큰 평수는?,MATCH (n {name:’래미안서초에스티지'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
236,반포힐스테이트 아파트에서 가장 큰 평수는?,MATCH (n {name:’반포힐스테이트'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
237,강변 아파트에서 가장 큰 평수는?,MATCH (n {name:’강변'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
238,LH서초5단지 아파트에서 가장 큰 평수는?,MATCH (n {name:’LH서초5단지'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
239,우성5차 아파트에서 가장 큰 평수는?,MATCH (n {name:’우성5차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
240,신반포12차 아파트에서 가장 큰 평수는?,MATCH (n {name:’신반포12차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
241,신반포청구 아파트에서 가장 큰 평수는?,MATCH (n {name:’신반포청구'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
242,신반포16차 아파트에서 가장 큰 평수는?,MATCH (n {name:’신반포16차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
243,방배아트자이 아파트에서 가장 큰 평수는?,MATCH (n {name:’방배아트자이'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
244,방배현대홈타운2차 아파트에서 가장 큰 평수는?,MATCH (n {name:’방배현대홈타운2차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
245,서초LH4단지 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초LH4단지'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
246,삼성쉐르빌II 아파트에서 가장 큰 평수는?,MATCH (n {name:’삼성쉐르빌II'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
247,서초포레스타3단지 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초포레스타3단지'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
248,롯데캐슬갤럭시2차 아파트에서 가장 큰 평수는?,MATCH (n {name:’롯데캐슬갤럭시2차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
249,더샵서초 아파트에서 가장 큰 평수는?,MATCH (n {name:’더샵서초'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
250,래미안신반포리오센트 아파트에서 가장 큰 평수는?,MATCH (n {name:’래미안신반포리오센트'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
251,래미안서초유니빌 아파트에서 가장 큰 평수는?,MATCH (n {name:’래미안서초유니빌'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
252,서초센트럴아이파크 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초센트럴아이파크'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
253,반포미도2차 아파트에서 가장 큰 평수는?,MATCH (n {name:’반포미도2차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
254,방배대우디오빌 아파트에서 가장 큰 평수는?,MATCH (n {name:’방배대우디오빌'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
255,한강 아파트에서 가장 큰 평수는?,MATCH (n {name:’한강'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
256,방배서리풀e-편한세상 아파트에서 가장 큰 평수는?,MATCH (n {name:’방배서리풀e-편한세상'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
257,삼호1차 아파트에서 가장 큰 평수는?,MATCH (n {name:’삼호1차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
258,롯데캐슬헤론 아파트에서 가장 큰 평수는?,MATCH (n {name:’롯데캐슬헤론'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
259,현대 아파트에서 가장 큰 평수는?,MATCH (n {name:’현대'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
260,대림 아파트에서 가장 큰 평수는?,MATCH (n {name:’대림'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
261,한신서래 아파트에서 가장 큰 평수는?,MATCH (n {name:’한신서래'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
262,방배우성 아파트에서 가장 큰 평수는?,MATCH (n {name:’방배우성'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
263,동고 아파트에서 가장 큰 평수는?,MATCH (n {name:’동고'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
264,신반포7차 아파트에서 가장 큰 평수는?,MATCH (n {name:’신반포7차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
265,서초네이처힐6단지 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초네이처힐6단지'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
266,서초이오빌 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초이오빌'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
267,삼호4차 아파트에서 가장 큰 평수는?,MATCH (n {name:’삼호4차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
268,임광3차 아파트에서 가장 큰 평수는?,MATCH (n {name:’임광3차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
269,"임광1,2차 아파트에서 가장 큰 평수는?","MATCH (n {name:’임광1,2차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1"
270,방배래미안 아파트에서 가장 큰 평수는?,MATCH (n {name:’방배래미안'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
271,방배래미안타워 아파트에서 가장 큰 평수는?,MATCH (n {name:’방배래미안타워'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
272,대우효령 아파트에서 가장 큰 평수는?,MATCH (n {name:’대우효령'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
273,삼익 아파트에서 가장 큰 평수는?,MATCH (n {name:’삼익'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
274,신동아 아파트에서 가장 큰 평수는?,MATCH (n {name:’신동아'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
275,서초네이처힐4단지 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초네이처힐4단지'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
276,신반포11차 아파트에서 가장 큰 평수는?,MATCH (n {name:’신반포11차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
277,서초포레스타7단지 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초포레스타7단지'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
278,블루힐하우스 아파트에서 가장 큰 평수는?,MATCH (n {name:’블루힐하우스'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
279,서초롯데캐슬프레지던트 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초롯데캐슬프레지던트'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
280,아남 아파트에서 가장 큰 평수는?,MATCH (n {name:’아남'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
281,반포센트레빌아스테리움 아파트에서 가장 큰 평수는?,MATCH (n {name:’반포센트레빌아스테리움'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
282,신반포19차 아파트에서 가장 큰 평수는?,MATCH (n {name:’신반포19차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
283,서초현대 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초현대'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
284,잠원현대훼밀리 아파트에서 가장 큰 평수는?,MATCH (n {name:’잠원현대훼밀리'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
285,서초한신 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초한신'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
286,한신로얄 아파트에서 가장 큰 평수는?,MATCH (n {name:’한신로얄'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
287,한신타운 아파트에서 가장 큰 평수는?,MATCH (n {name:’한신타운'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
288,코오롱 아파트에서 가장 큰 평수는?,MATCH (n {name:’코오롱'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
289,우면한라 아파트에서 가장 큰 평수는?,MATCH (n {name:’우면한라'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
290,반포한신타워 아파트에서 가장 큰 평수는?,MATCH (n {name:’반포한신타워'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
291,서초e-편한세상1차 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초e-편한세상1차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
292,킴스빌리지 아파트에서 가장 큰 평수는?,MATCH (n {name:’킴스빌리지'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
293,서초리시온 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초리시온'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
294,롯데캐슬갤럭시1차 아파트에서 가장 큰 평수는?,MATCH (n {name:’롯데캐슬갤럭시1차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
295,서초롯데캐슬리버티 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초롯데캐슬리버티'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
296,현대ESA 아파트에서 가장 큰 평수는?,MATCH (n {name:’현대ESA'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
297,신화 아파트에서 가장 큰 평수는?,MATCH (n {name:’신화'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
298,금호베스트빌 아파트에서 가장 큰 평수는?,MATCH (n {name:’금호베스트빌'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
299,삼성서초가든스위트 아파트에서 가장 큰 평수는?,MATCH (n {name:’삼성서초가든스위트'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
300,서초네이처힐7단지 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초네이처힐7단지'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
301,신반포27차 아파트에서 가장 큰 평수는?,MATCH (n {name:’신반포27차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
302,서초현대4차 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초현대4차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
303,현대성우 아파트에서 가장 큰 평수는?,MATCH (n {name:’현대성우'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
304,서초대우디오빌프라임 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초대우디오빌프라임'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
305,힐스테이트서초젠트리스 아파트에서 가장 큰 평수는?,MATCH (n {name:’힐스테이트서초젠트리스'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
306,서초삼성래미안 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초삼성래미안'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
307,반포푸르지오 아파트에서 가장 큰 평수는?,MATCH (n {name:’반포푸르지오'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
308,서초트라팰리스 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초트라팰리스'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
309,방배아크로타워 아파트에서 가장 큰 평수는?,MATCH (n {name:’방배아크로타워'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
310,잠원중앙하이츠(B동) 아파트에서 가장 큰 평수는?,MATCH (n {name:’잠원중앙하이츠(B동)'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
311,방배아크로리버 아파트에서 가장 큰 평수는?,MATCH (n {name:’방배아크로리버'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
312,방배e-편한세상3차 아파트에서 가장 큰 평수는?,MATCH (n {name:’방배e-편한세상3차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
313,신동아2차 아파트에서 가장 큰 평수는?,MATCH (n {name:’신동아2차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
314,서초자이 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초자이'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
315,강남역푸르지오시티(도시형) 아파트에서 가장 큰 평수는?,MATCH (n {name:’강남역푸르지오시티(도시형)'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
316,현대동궁 아파트에서 가장 큰 평수는?,MATCH (n {name:’현대동궁'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
317,삼호한숲 아파트에서 가장 큰 평수는?,MATCH (n {name:’삼호한숲'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
318,동원베네스트 아파트에서 가장 큰 평수는?,MATCH (n {name:’동원베네스트'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
319,신반포궁전 아파트에서 가장 큰 평수는?,MATCH (n {name:’신반포궁전'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
320,신반포25차 아파트에서 가장 큰 평수는?,MATCH (n {name:’신반포25차'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
321,풍림아이원플러스 아파트에서 가장 큰 평수는?,MATCH (n {name:’풍림아이원플러스'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
322,서초네이처힐1단지 아파트에서 가장 큰 평수는?,MATCH (n {name:’서초네이처힐1단지'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
323,양재우성KBS(113동) 아파트에서 가장 큰 평수는?,MATCH (n {name:’양재우성KBS(113동)'}) UNWIND n.size AS size RETURN size ORDER BY size DESC LIMIT 1
