,A,B
234,신반포8차에서 가장 큰 평수는?,"MATCH (n {name:’신반포8차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
235,반포르엘에서 가장 큰 평수는?,"MATCH (n {name:’반포르엘’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
236,래미안서초스위트에서 가장 큰 평수는?,"MATCH (n {name:’래미안서초스위트’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
237,서초교대e편한세상에서 가장 큰 평수는?,"MATCH (n {name:’서초교대e편한세상’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
238,래미안서초에스티지에서 가장 큰 평수는?,"MATCH (n {name:’래미안서초에스티지’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
239,반포힐스테이트에서 가장 큰 평수는?,"MATCH (n {name:’반포힐스테이트’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
240,강변에서 가장 큰 평수는?,"MATCH (n {name:’강변’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
241,LH서초5단지에서 가장 큰 평수는?,"MATCH (n {name:’LH서초5단지’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
242,우성5차에서 가장 큰 평수는?,"MATCH (n {name:’우성5차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
243,신반포12차에서 가장 큰 평수는?,"MATCH (n {name:’신반포12차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
244,신반포청구에서 가장 큰 평수는?,"MATCH (n {name:’신반포청구’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
245,신반포16차에서 가장 큰 평수는?,"MATCH (n {name:’신반포16차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
246,방배아트자이에서 가장 큰 평수는?,"MATCH (n {name:’방배아트자이’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
247,방배현대홈타운2차에서 가장 큰 평수는?,"MATCH (n {name:’방배현대홈타운2차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
248,서초LH4단지에서 가장 큰 평수는?,"MATCH (n {name:’서초LH4단지’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
249,삼성쉐르빌II에서 가장 큰 평수는?,"MATCH (n {name:’삼성쉐르빌II’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
250,서초포레스타3단지에서 가장 큰 평수는?,"MATCH (n {name:’서초포레스타3단지’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
251,롯데캐슬갤럭시2차에서 가장 큰 평수는?,"MATCH (n {name:’롯데캐슬갤럭시2차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
252,더샵서초에서 가장 큰 평수는?,"MATCH (n {name:’더샵서초’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
253,래미안신반포리오센트에서 가장 큰 평수는?,"MATCH (n {name:’래미안신반포리오센트’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
254,래미안서초유니빌에서 가장 큰 평수는?,"MATCH (n {name:’래미안서초유니빌’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
255,서초센트럴아이파크에서 가장 큰 평수는?,"MATCH (n {name:’서초센트럴아이파크’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
256,반포미도2차에서 가장 큰 평수는?,"MATCH (n {name:’반포미도2차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
257,방배대우디오빌에서 가장 큰 평수는?,"MATCH (n {name:’방배대우디오빌’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
258,한강에서 가장 큰 평수는?,"MATCH (n {name:’한강’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
259,방배서리풀e-편한세상에서 가장 큰 평수는?,"MATCH (n {name:’방배서리풀e-편한세상’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
260,삼호1차에서 가장 큰 평수는?,"MATCH (n {name:’삼호1차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
261,롯데캐슬헤론에서 가장 큰 평수는?,"MATCH (n {name:’롯데캐슬헤론’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
262,현대에서 가장 큰 평수는?,"MATCH (n {name:’현대’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
263,대림에서 가장 큰 평수는?,"MATCH (n {name:’대림’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
264,한신서래에서 가장 큰 평수는?,"MATCH (n {name:’한신서래’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
265,방배우성에서 가장 큰 평수는?,"MATCH (n {name:’방배우성’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
266,동고에서 가장 큰 평수는?,"MATCH (n {name:’동고’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
267,신반포7차에서 가장 큰 평수는?,"MATCH (n {name:’신반포7차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
268,서초네이처힐6단지에서 가장 큰 평수는?,"MATCH (n {name:’서초네이처힐6단지’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
269,서초이오빌에서 가장 큰 평수는?,"MATCH (n {name:’서초이오빌’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
270,삼호4차에서 가장 큰 평수는?,"MATCH (n {name:’삼호4차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
271,임광3차에서 가장 큰 평수는?,"MATCH (n {name:’임광3차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
272,"임광1,2차에서 가장 큰 평수는?","MATCH (n {name:’임광1,2차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
273,방배래미안에서 가장 큰 평수는?,"MATCH (n {name:’방배래미안’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
274,방배래미안타워에서 가장 큰 평수는?,"MATCH (n {name:’방배래미안타워’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
275,대우효령에서 가장 큰 평수는?,"MATCH (n {name:’대우효령’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
276,삼익에서 가장 큰 평수는?,"MATCH (n {name:’삼익’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
277,신동아에서 가장 큰 평수는?,"MATCH (n {name:’신동아’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
278,서초네이처힐4단지에서 가장 큰 평수는?,"MATCH (n {name:’서초네이처힐4단지’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
279,신반포11차에서 가장 큰 평수는?,"MATCH (n {name:’신반포11차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
280,서초포레스타7단지에서 가장 큰 평수는?,"MATCH (n {name:’서초포레스타7단지’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
281,블루힐하우스에서 가장 큰 평수는?,"MATCH (n {name:’블루힐하우스’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
282,서초롯데캐슬프레지던트에서 가장 큰 평수는?,"MATCH (n {name:’서초롯데캐슬프레지던트’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
283,아남에서 가장 큰 평수는?,"MATCH (n {name:’아남’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
284,반포센트레빌아스테리움에서 가장 큰 평수는?,"MATCH (n {name:’반포센트레빌아스테리움’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
285,신반포19차에서 가장 큰 평수는?,"MATCH (n {name:’신반포19차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
286,서초현대에서 가장 큰 평수는?,"MATCH (n {name:’서초현대’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
287,잠원현대훼밀리에서 가장 큰 평수는?,"MATCH (n {name:’잠원현대훼밀리’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
288,서초한신에서 가장 큰 평수는?,"MATCH (n {name:’서초한신’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
289,한신로얄에서 가장 큰 평수는?,"MATCH (n {name:’한신로얄’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
290,한신타운에서 가장 큰 평수는?,"MATCH (n {name:’한신타운’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
291,코오롱에서 가장 큰 평수는?,"MATCH (n {name:’코오롱’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
292,우면한라에서 가장 큰 평수는?,"MATCH (n {name:’우면한라’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
293,반포한신타워에서 가장 큰 평수는?,"MATCH (n {name:’반포한신타워’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
294,서초e-편한세상1차에서 가장 큰 평수는?,"MATCH (n {name:’서초e-편한세상1차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
295,킴스빌리지에서 가장 큰 평수는?,"MATCH (n {name:’킴스빌리지’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
296,서초리시온에서 가장 큰 평수는?,"MATCH (n {name:’서초리시온’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
297,롯데캐슬갤럭시1차에서 가장 큰 평수는?,"MATCH (n {name:’롯데캐슬갤럭시1차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
298,서초롯데캐슬리버티에서 가장 큰 평수는?,"MATCH (n {name:’서초롯데캐슬리버티’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
299,현대ESA에서 가장 큰 평수는?,"MATCH (n {name:’현대ESA’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
300,신화에서 가장 큰 평수는?,"MATCH (n {name:’신화’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
301,금호베스트빌에서 가장 큰 평수는?,"MATCH (n {name:’금호베스트빌’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
302,삼성서초가든스위트에서 가장 큰 평수는?,"MATCH (n {name:’삼성서초가든스위트’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
303,서초네이처힐7단지에서 가장 큰 평수는?,"MATCH (n {name:’서초네이처힐7단지’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
304,신반포27차에서 가장 큰 평수는?,"MATCH (n {name:’신반포27차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
305,서초현대4차에서 가장 큰 평수는?,"MATCH (n {name:’서초현대4차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
306,현대성우에서 가장 큰 평수는?,"MATCH (n {name:’현대성우’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
307,서초대우디오빌프라임에서 가장 큰 평수는?,"MATCH (n {name:’서초대우디오빌프라임’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
308,힐스테이트서초젠트리스에서 가장 큰 평수는?,"MATCH (n {name:’힐스테이트서초젠트리스’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
309,서초삼성래미안에서 가장 큰 평수는?,"MATCH (n {name:’서초삼성래미안’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
310,반포푸르지오에서 가장 큰 평수는?,"MATCH (n {name:’반포푸르지오’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
311,서초트라팰리스에서 가장 큰 평수는?,"MATCH (n {name:’서초트라팰리스’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
312,방배아크로타워에서 가장 큰 평수는?,"MATCH (n {name:’방배아크로타워’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
313,잠원중앙하이츠(B동)에서 가장 큰 평수는?,"MATCH (n {name:’잠원중앙하이츠(B동)’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
314,방배아크로리버에서 가장 큰 평수는?,"MATCH (n {name:’방배아크로리버’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
315,방배e-편한세상3차에서 가장 큰 평수는?,"MATCH (n {name:’방배e-편한세상3차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
316,신동아2차에서 가장 큰 평수는?,"MATCH (n {name:’신동아2차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
317,서초자이에서 가장 큰 평수는?,"MATCH (n {name:’서초자이’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
318,강남역푸르지오시티(도시형)에서 가장 큰 평수는?,"MATCH (n {name:’강남역푸르지오시티(도시형)’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
319,현대동궁에서 가장 큰 평수는?,"MATCH (n {name:’현대동궁’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
320,삼호한숲에서 가장 큰 평수는?,"MATCH (n {name:’삼호한숲’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
321,동원베네스트에서 가장 큰 평수는?,"MATCH (n {name:’동원베네스트’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
322,신반포궁전에서 가장 큰 평수는?,"MATCH (n {name:’신반포궁전’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
323,신반포25차에서 가장 큰 평수는?,"MATCH (n {name:’신반포25차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
324,풍림아이원플러스에서 가장 큰 평수는?,"MATCH (n {name:’풍림아이원플러스’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
325,서초네이처힐1단지에서 가장 큰 평수는?,"MATCH (n {name:’서초네이처힐1단지’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
326,양재우성KBS(113동)에서 가장 큰 평수는?,"MATCH (n {name:’양재우성KBS(113동)’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
327,잠원한신그린에서 가장 큰 평수는?,"MATCH (n {name:’잠원한신그린’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
328,삼호2차에서 가장 큰 평수는?,"MATCH (n {name:’삼호2차’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
329,서초한빛삼성에서 가장 큰 평수는?,"MATCH (n {name:’서초한빛삼성’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
330,밀라텔쉐르빌(엠쉐르빌)에서 가장 큰 평수는?,"MATCH (n {name:’밀라텔쉐르빌(엠쉐르빌)’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
331,서초아트자이에서 가장 큰 평수는?,"MATCH (n {name:’서초아트자이’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
332,엠브이에서 가장 큰 평수는?,"MATCH (n {name:’엠브이’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
333,잠원훼미리에서 가장 큰 평수는?,"MATCH (n {name:’잠원훼미리’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
334,방배브라운스톤에서 가장 큰 평수는?,"MATCH (n {name:’방배브라운스톤’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
335,한라비발디스튜디오193(도시형)에서 가장 큰 평수는?,"MATCH (n {name:’한라비발디스튜디오193(도시형)’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
336,방배마에스트로에서 가장 큰 평수는?,"MATCH (n {name:’방배마에스트로’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
337,롯데캐슬주피터에서 가장 큰 평수는?,"MATCH (n {name:’롯데캐슬주피터’}) 
UNWIND n.size AS size
RETURN size ORDER BY size DESC LIMIT 1"
